vertex_id,part_hint,mds0_norm,mds1_norm,mds2_norm,atlas_u_norm,atlas_v_norm
0,head,0.52910036,0.97039670,0.48403278,0.52910036,0.02960330
1,head,0.52135497,0.96409172,0.51094270,0.52135497,0.03590828
2,head,0.53422827,0.96094441,0.48491570,0.53422827,0.03905559
3,head,0.53788966,0.96589649,0.45798761,0.53788966,0.03410351
4,head,0.52821356,0.95704168,0.50712830,0.52821356,0.04295832
5,head,0.51806569,0.95870757,0.52132511,0.51806569,0.04129243
6,head,0.53984863,0.95667160,0.46340618,0.53984863,0.04332840
7,head,0.54213095,0.95914388,0.43612978,0.54213095,0.04085612
8,head,0.52699000,0.93684280,0.46121728,0.52699000,0.06315720
9,head,0.54667050,0.93277657,0.43753153,0.54667050,0.06722343
10,head,0.54738194,0.93969953,0.43153569,0.54738194,0.06030047
11,head,0.52535141,0.93947697,0.45853725,0.52535141,0.06052303
12,head,0.54292673,0.92223352,0.46025124,0.54292673,0.07776648
13,head,0.53410709,0.91750240,0.48505273,0.53410709,0.08249760
14,head,0.53740650,0.91199255,0.46440476,0.53740650,0.08800745
15,head,0.54243559,0.91491866,0.43930033,0.54243559,0.08508134
16,head,0.50585747,0.92854136,0.51166534,0.50585747,0.07145864
17,head,0.50972915,0.92515850,0.51275975,0.50972915,0.07484150
18,head,0.51230049,0.92857563,0.50634712,0.51230049,0.07142437
19,head,0.50842702,0.93155593,0.50913393,0.50842702,0.06844407
20,head,0.49833566,0.93391341,0.51774740,0.49833566,0.06608659
21,head,0.50101274,0.93721145,0.51107031,0.50101274,0.06278855
22,head,0.49798509,0.93952119,0.52202922,0.49798509,0.06047881
23,head,0.49584863,0.93793333,0.52324206,0.49584863,0.06206667
24,head,0.50396603,0.92624944,0.51992506,0.50396603,0.07375056
25,head,0.50671691,0.92230582,0.51757038,0.50671691,0.07769418
26,head,0.50275737,0.93159539,0.51220256,0.50275737,0.06840461
27,head,0.50113904,0.92967963,0.51926738,0.50113904,0.07032037
28,head,0.49738789,0.92729104,0.54237473,0.49738789,0.07270896
29,head,0.49779031,0.92889118,0.53589582,0.49779031,0.07110882
30,head,0.49530223,0.92904520,0.54296827,0.49530223,0.07095480
31,head,0.49522001,0.92722303,0.54866964,0.49522001,0.07277697
32,head,0.50156337,0.92644453,0.52616924,0.50156337,0.07355547
33,head,0.50034624,0.92794019,0.52817702,0.50034624,0.07205981
34,head,0.49926579,0.92648083,0.53603935,0.49926579,0.07351917
35,head,0.50008780,0.92524493,0.53299600,0.50008780,0.07475507
36,head,0.49760720,0.93159354,0.52588302,0.49760720,0.06840646
37,head,0.49459282,0.93147904,0.53436726,0.49459282,0.06852096
38,head,0.49281263,0.93110985,0.53862971,0.49281263,0.06889015
39,head,0.49336031,0.92773569,0.54866886,0.49336031,0.07226431
40,head,0.51786423,0.91756320,0.51084805,0.51786423,0.08243680
41,head,0.51375657,0.92147762,0.51190126,0.51375657,0.07852238
42,head,0.51042980,0.91893327,0.51580781,0.51042980,0.08106673
43,head,0.51386106,0.91572732,0.51430643,0.51386106,0.08427268
44,head,0.50149268,0.92325962,0.52882081,0.50149268,0.07674038
45,head,0.50337929,0.91424733,0.53570765,0.50337929,0.08575267
46,head,0.50355613,0.91688609,0.53396171,0.50355613,0.08311391
47,head,0.50148135,0.91852236,0.54351169,0.50148135,0.08147764
48,head,0.49787414,0.91415387,0.54179227,0.49787414,0.08584613
49,head,0.52371132,0.90858650,0.50144982,0.52371132,0.09141350
50,head,0.51839179,0.90888798,0.51017064,0.51839179,0.09111202
51,head,0.51885384,0.90463561,0.50958252,0.51885384,0.09536439
52,head,0.51719469,0.90404701,0.48536903,0.51719469,0.09595299
53,head,0.51344204,0.90150815,0.49924734,0.51344204,0.09849185
54,head,0.51795161,0.89950168,0.48450392,0.51795161,0.10049832
55,head,0.51290256,0.89221251,0.49588916,0.51290256,0.10778749
56,head,0.51563513,0.89564800,0.48965174,0.51563513,0.10435200
57,head,0.51428157,0.89807767,0.51207650,0.51428157,0.10192233
58,head,0.50923675,0.89597064,0.51604021,0.50923675,0.10402936
59,head,0.50179881,0.89886320,0.53434736,0.50179881,0.10113680
60,head,0.49756539,0.89908648,0.53948039,0.49756539,0.10091352
61,head,0.49930745,0.89319909,0.53207898,0.49930745,0.10680091
62,head,0.50417596,0.89419258,0.52657610,0.50417596,0.10580742
63,head,0.50197023,0.91127479,0.52651513,0.50197023,0.08872521
64,head,0.50461990,0.91059178,0.52161324,0.50461990,0.08940822
65,head,0.50328916,0.91228551,0.52402526,0.50328916,0.08771449
66,head,0.50204957,0.91303158,0.53229868,0.50204957,0.08696842
67,head,0.50753069,0.91032344,0.51833975,0.50753069,0.08967656
68,head,0.50879115,0.91016328,0.51774627,0.50879115,0.08983672
69,head,0.50840008,0.91102505,0.51772624,0.50840008,0.08897495
70,head,0.50735450,0.91076356,0.51831770,0.50735450,0.08923644
71,head,0.50593311,0.91046923,0.51986593,0.50593311,0.08953077
72,head,0.50541657,0.90960675,0.52246106,0.50541657,0.09039325
73,head,0.50689083,0.90989929,0.51963979,0.50689083,0.09010071
74,head,0.50272298,0.90920734,0.52740318,0.50272298,0.09079266
75,head,0.49427915,0.90937376,0.54502064,0.49427915,0.09062624
76,head,0.49630424,0.90893644,0.54035664,0.49630424,0.09106356
77,head,0.49625525,0.91154253,0.53931856,0.49625525,0.08845747
78,head,0.49532339,0.91151148,0.54271996,0.49532339,0.08848852
79,head,0.50704026,0.91211849,0.51817870,0.50704026,0.08788151
80,head,0.50875270,0.91301215,0.51709104,0.50875270,0.08698785
81,head,0.50461817,0.91510379,0.52548403,0.50461817,0.08489621
82,head,0.50419199,0.91389817,0.52546400,0.50419199,0.08610183
83,head,0.51084590,0.91408855,0.51606798,0.51084590,0.08591145
84,head,0.51010752,0.91156489,0.51673204,0.51010752,0.08843511
85,head,0.51239192,0.91194582,0.51538253,0.51239192,0.08805418
86,head,0.50847954,0.90932506,0.51901120,0.50847954,0.09067494
87,head,0.50943041,0.90813094,0.51205367,0.50943041,0.09186906
88,head,0.51073188,0.90975249,0.51687384,0.51073188,0.09024751
89,head,0.50794154,0.90646291,0.51411796,0.50794154,0.09353709
90,head,0.50704896,0.90851545,0.52235562,0.50704896,0.09148455
91,head,0.50451487,0.90762144,0.52799952,0.50451487,0.09237856
92,head,0.50124907,0.90693945,0.53501600,0.50124907,0.09306055
93,head,0.50409442,0.90418828,0.53339499,0.50409442,0.09581172
94,head,0.50740677,0.90532029,0.52709812,0.50740677,0.09467971
95,head,0.50717753,0.91689676,0.51779819,0.50717753,0.08310324
96,head,0.51383644,0.90928996,0.51525670,0.51383644,0.09071004
97,head,0.51630294,0.91264284,0.51287282,0.51630294,0.08735716
98,head,0.51392412,0.90662205,0.51590234,0.51392412,0.09337795
99,head,0.51035804,0.90424228,0.50874323,0.51035804,0.09575772
100,head,0.50791478,0.90219903,0.51281685,0.50791478,0.09780097
101,head,0.50713658,0.90046602,0.52968067,0.50713658,0.09953398
102,head,0.50228220,0.88689768,0.51910180,0.50228220,0.11310232
103,head,0.50861150,0.88848150,0.51294339,0.50861150,0.11151850
104,head,0.51746887,0.95490360,0.52656788,0.51746887,0.04509640
105,head,0.51854831,0.94544131,0.48847917,0.51854831,0.05455869
106,head,0.51886833,0.94558078,0.48487568,0.51886833,0.05441922
107,head,0.51929009,0.94562185,0.48360741,0.51929009,0.05437815
108,head,0.51661819,0.94547963,0.48876202,0.51661819,0.05452037
109,head,0.51614666,0.94548899,0.48883110,0.51614666,0.05451101
110,head,0.52495462,0.94142342,0.46180817,0.52495462,0.05857658
111,head,0.52362376,0.94330734,0.46652198,0.52362376,0.05669266
112,head,0.52468324,0.94202536,0.46333385,0.52468324,0.05797464
113,head,0.52670765,0.93900537,0.46141660,0.52670765,0.06099463
114,head,0.52647817,0.93820786,0.49543166,0.52647817,0.06179214
115,head,0.52725488,0.94102317,0.46721211,0.52725488,0.05897683
116,head,0.52114284,0.94509041,0.47665250,0.52114284,0.05490959
117,head,0.51845580,0.94560045,0.48465610,0.51845580,0.05439955
118,head,0.51493400,0.94527322,0.49050686,0.51493400,0.05472678
119,head,0.51255828,0.94486547,0.49188721,0.51255828,0.05513453
120,head,0.50972700,0.94302279,0.49873510,0.50972700,0.05697721
121,head,0.51875973,0.93896914,0.50673646,0.51875973,0.06103086
122,head,0.51433527,0.94533718,0.48889995,0.51433527,0.05466282
123,head,0.51125908,0.94493926,0.48886997,0.51125908,0.05506074
124,head,0.51125908,0.94493926,0.48886997,0.51125908,0.05506074
125,head,0.51397002,0.94528991,0.48889637,0.51397002,0.05471009
126,head,0.50623250,0.94281554,0.48362482,0.50623250,0.05718446
127,head,0.50760144,0.94369501,0.48362795,0.50760144,0.05630499
128,head,0.50714844,0.94333529,0.48488709,0.50714844,0.05666471
129,head,0.50518245,0.94200975,0.48637852,0.50518245,0.05799025
130,head,0.50494111,0.94179547,0.48712996,0.50494111,0.05820453
131,head,0.50599658,0.94258809,0.48526537,0.50599658,0.05741191
132,head,0.51909411,0.98249203,0.47176141,0.51909411,0.01750797
133,head,0.51455939,0.97464913,0.50283808,0.51455939,0.02535087
134,head,0.53289002,0.97735649,0.45124745,0.53289002,0.02264351
135,head,0.54064989,0.96946502,0.42770702,0.54064989,0.03053498
136,head,0.54379541,0.96081805,0.41003725,0.54379541,0.03918195
137,head,0.53017479,0.90976429,0.48583740,0.53017479,0.09023571
138,head,0.52087528,0.90495914,0.46512309,0.52087528,0.09504086
139,head,0.53884506,0.90712005,0.44535041,0.53884506,0.09287995
140,head,0.52383059,0.90287906,0.43260336,0.52383059,0.09712094
141,head,0.52118593,0.90030515,0.46391234,0.52118593,0.09969485
142,head,0.51498795,0.89025807,0.46843451,0.51498795,0.10974193
143,head,0.51897240,0.89479834,0.46396932,0.51897240,0.10520166
144,head,0.52154380,0.89746529,0.42751136,0.52154380,0.10253471
145,head,0.52374774,0.90316570,0.39202189,0.52374774,0.09683430
146,head,0.54169101,0.90520436,0.41016436,0.54169101,0.09479564
147,head,0.52378029,0.90896010,0.36418357,0.52378029,0.09103990
148,head,0.51983005,0.89762324,0.37289357,0.51983005,0.10237676
149,head,0.52215695,0.90752137,0.34628677,0.52215695,0.09247863
150,head,0.52180892,0.87650692,0.39019689,0.52180892,0.12349308
151,head,0.51832175,0.87231094,0.37894806,0.51832175,0.12768906
152,head,0.52721864,0.87465972,0.34944412,0.52721864,0.12534028
153,head,0.52882773,0.88007635,0.35893679,0.52882773,0.11992365
154,head,0.54238141,0.91023123,0.42055884,0.54238141,0.08976877
155,head,0.54677755,0.94533849,0.41095883,0.54677755,0.05466151
156,head,0.54634649,0.94639140,0.43248761,0.54634649,0.05360860
157,head,0.54837203,0.93783754,0.40845689,0.54837203,0.06216246
158,head,0.54567552,0.97466660,0.35922194,0.54567552,0.02533340
159,head,0.54271454,0.97286701,0.39596274,0.54271454,0.02713299
160,head,0.54586130,0.96347898,0.38633272,0.54586130,0.03652102
161,head,0.54892576,0.96567440,0.35330173,0.54892576,0.03432560
162,head,0.52227592,0.99410909,0.36717179,0.52227592,0.00589091
163,head,0.52198333,0.99009091,0.42216489,0.52198333,0.00990909
164,head,0.53452468,0.98358369,0.41190478,0.53452468,0.01641631
165,head,0.53581208,0.98733658,0.36519340,0.53581208,0.01266342
166,head,0.55161804,0.96529114,0.32385170,0.55161804,0.03470886
167,head,0.55342937,0.96419841,0.28592864,0.55342937,0.03580159
168,head,0.54980671,0.97406358,0.26696339,0.54980671,0.02593642
169,head,0.54826295,0.97600114,0.31569904,0.54826295,0.02399886
170,head,0.53928220,0.98463404,0.24646437,0.53928220,0.01536596
171,head,0.53791153,0.98758477,0.30558604,0.53791153,0.01241523
172,head,0.54086477,0.89766628,0.32682419,0.54086477,0.10233372
173,head,0.54414999,0.90713686,0.31473637,0.54414999,0.09286314
174,head,0.53360480,0.88478202,0.36605647,0.53360480,0.11521798
175,head,0.53645623,0.88892955,0.32976663,0.53645623,0.11107045
176,head,0.52283072,0.99214453,0.23162775,0.52283072,0.00785547
177,head,0.52107763,0.99570203,0.30064142,0.52107763,0.00429797
178,head,0.54046214,0.94857788,0.18412767,0.54046214,0.05142212
179,head,0.54340863,0.95865786,0.19915958,0.54340863,0.04134214
180,head,0.54994982,0.95304424,0.22985670,0.54994982,0.04695576
181,head,0.54730695,0.94475609,0.21470721,0.54730695,0.05524391
182,head,0.53124726,0.95237255,0.15443739,0.53124726,0.04762745
183,head,0.53403598,0.96424228,0.16741826,0.53403598,0.03575772
184,head,0.53165585,0.91878605,0.19608182,0.53165585,0.08121395
185,head,0.52930951,0.91035843,0.20745139,0.52930951,0.08964157
186,head,0.51988679,0.91082364,0.18565860,0.51988679,0.08917636
187,head,0.52195328,0.91962624,0.17010072,0.52195328,0.08037376
188,head,0.53560281,0.95573384,0.48878258,0.53560281,0.04426616
189,head,0.52041334,0.94540322,0.48282239,0.52041334,0.05459678
190,head,0.52194732,0.94488859,0.47495422,0.52194732,0.05511141
191,head,0.52344006,0.94381517,0.46979612,0.52344006,0.05618483
192,head,0.54391223,0.95239502,0.44359693,0.54391223,0.04760498
193,head,0.54473358,0.95236415,0.42033371,0.54473358,0.04763585
194,head,0.54789835,0.95564246,0.37524846,0.54789835,0.04435754
195,head,0.55065036,0.95849025,0.34664226,0.55065036,0.04150975
196,head,0.55406517,0.95755541,0.29362592,0.55406517,0.04244459
197,head,0.55250394,0.95836264,0.32352465,0.55250394,0.04163736
198,head,0.55348414,0.94746351,0.24712412,0.55348414,0.05253649
199,head,0.55141652,0.94182259,0.23506922,0.55141652,0.05817741
200,head,0.54549056,0.91238838,0.27509481,0.54549056,0.08761162
201,head,0.54249918,0.89999145,0.27389973,0.54249918,0.10000855
202,head,0.53526813,0.90098220,0.23972115,0.53526813,0.09901780
203,head,0.53642893,0.91038197,0.23036046,0.53642893,0.08961803
204,head,0.51949096,0.90216112,0.19404617,0.51949096,0.09783888
205,head,0.52799267,0.90177250,0.21511976,0.52799267,0.09822750
206,head,0.53964961,0.88376862,0.28563645,0.53964961,0.11623138
207,head,0.53893429,0.87872207,0.28806958,0.53893429,0.12127793
208,head,0.53728676,0.88135058,0.23749305,0.53728676,0.11864942
209,head,0.53639925,0.88724118,0.24252684,0.53639925,0.11275882
210,head,0.52972764,0.88132191,0.20320059,0.52972764,0.11867809
211,head,0.52022970,0.88072479,0.18184088,0.52022970,0.11927521
212,head,0.52021670,0.88839221,0.19205590,0.52021670,0.11160779
213,head,0.52822238,0.88874066,0.21435882,0.52822238,0.11125934
214,head,0.50382137,0.86904317,0.42030659,0.50382137,0.13095683
215,head,0.50153345,0.86474633,0.40152296,0.50153345,0.13525367
216,head,0.50925320,0.86565208,0.39101255,0.50925320,0.13434792
217,head,0.51075929,0.87024832,0.40306297,0.51075929,0.12975168
218,head,0.54159904,0.87372792,0.27141866,0.54159904,0.12627208
219,head,0.53846514,0.87676984,0.22723180,0.53846514,0.12323016
220,head,0.53830206,0.91807735,0.22242920,0.53830206,0.08192265
221,head,0.54510683,0.91911399,0.24658027,0.54510683,0.08088601
222,head,0.52964330,0.87647998,0.19341415,0.52964330,0.12352002
223,head,0.52755815,0.89479691,0.21808854,0.52755815,0.10520309
224,head,0.53480577,0.89264822,0.24228898,0.53480577,0.10735178
225,head,0.51016122,0.90320355,0.17830823,0.51016122,0.09679645
226,head,0.50994956,0.91142660,0.17013828,0.50994956,0.08857340
227,head,0.50469410,0.93451607,0.50891256,0.50469410,0.06548393
228,head,0.50619304,0.94210500,0.49249634,0.50619304,0.05789500
229,head,0.50764138,0.94327939,0.48997572,0.50764138,0.05672061
230,head,0.50669158,0.94288999,0.48754981,0.50669158,0.05711001
231,head,0.50533158,0.94178784,0.48981774,0.50533158,0.05821216
232,head,0.50034297,0.96409637,0.52487981,0.50034297,0.03590363
233,head,0.49818498,0.95556104,0.53304797,0.49818498,0.04443896
234,head,0.50862741,0.95781898,0.52950561,0.50862741,0.04218102
235,head,0.51067418,0.96459770,0.52056199,0.51067418,0.03540230
236,head,0.52665633,0.92697167,0.49748561,0.52665633,0.07302833
237,head,0.51840568,0.93001980,0.49681365,0.51840568,0.06998020
238,head,0.51680088,0.92503059,0.50645602,0.51680088,0.07496941
239,head,0.52192360,0.92123359,0.50517058,0.52192360,0.07876641
240,head,0.52212995,0.94452024,0.47159663,0.52212995,0.05547976
241,head,0.52232283,0.94462556,0.47295892,0.52232283,0.05537444
242,head,0.52154601,0.94500780,0.47581670,0.52154601,0.05499220
243,head,0.52079850,0.91361856,0.50822514,0.52079850,0.08638144
244,head,0.52736026,0.91554272,0.49765900,0.52736026,0.08445728
245,head,0.54816216,0.92924434,0.41445029,0.54816216,0.07075566
246,head,0.52424538,0.94233268,0.46336430,0.52424538,0.05766732
247,head,0.50541306,0.99788219,0.37146711,0.50541306,0.00211781
248,head,0.50564283,0.99342936,0.43393630,0.50564283,0.00657064
249,head,0.50661582,0.99468929,0.22637841,0.50661582,0.00531071
250,head,0.50589985,0.99875206,0.29890573,0.50589985,0.00124794
251,head,0.52201033,0.96920305,0.14285782,0.52201033,0.03079695
252,head,0.51888108,0.95573676,0.13222980,0.51888108,0.04426324
253,head,0.50492918,0.95758957,0.12041284,0.50492918,0.04241043
254,head,0.50644177,0.97196877,0.13189135,0.50644177,0.02803123
255,head,0.51179630,0.92069888,0.15442432,0.51179630,0.07930112
256,head,0.50855637,0.87891722,0.16804980,0.50855637,0.12108278
257,head,0.50806403,0.88754791,0.17265189,0.50806403,0.11245209
258,head,0.50579411,0.98476887,0.48095825,0.50579411,0.01523113
259,head,0.50264931,0.97472823,0.51141816,0.50264931,0.02527177
260,head,0.54590666,0.95344543,0.39601290,0.54590666,0.04655457
261,head,0.52634764,0.93370867,0.46466705,0.52634764,0.06629133
262,head,0.52802080,0.93620223,0.46492547,0.52802080,0.06379777
263,head,0.52821690,0.93367350,0.47204107,0.52821690,0.06632650
264,head,0.52557594,0.93165803,0.47252500,0.52557594,0.06834197
265,head,0.54527980,0.92697078,0.44663116,0.54527980,0.07302922
266,head,0.54662663,0.92104781,0.42094797,0.54662663,0.07895219
267,head,0.54793668,0.91641098,0.39228609,0.54793668,0.08358902
268,head,0.54685330,0.91025674,0.37507108,0.54685330,0.08974326
269,head,0.55349505,0.96101803,0.25115818,0.55349505,0.03898197
270,head,0.54675913,0.96760827,0.22100888,0.54675913,0.03239173
271,head,0.53688222,0.97550672,0.19567274,0.53688222,0.02449328
272,head,0.52321357,0.98212433,0.17702022,0.52321357,0.01787567
273,head,0.55445743,0.95511585,0.26460460,0.55445743,0.04488415
274,head,0.50708044,0.98529232,0.16848098,0.50708044,0.01470768
275,head,0.50074303,0.92051959,0.53981596,0.50074303,0.07948041
276,head,0.50265092,0.91960126,0.52767158,0.50265092,0.08039874
277,head,0.49973267,0.92277992,0.53869772,0.49973267,0.07722008
278,head,0.49790618,0.90646410,0.53994888,0.49790618,0.09353590
279,head,0.49495184,0.90634137,0.54306757,0.49495184,0.09365863
280,head,0.49665716,0.90418780,0.54410571,0.49665716,0.09581220
281,head,0.50045252,0.90394521,0.54001600,0.50045252,0.09605479
282,head,0.50039744,0.88580406,0.48624364,0.50039744,0.11419594
283,head,0.50837356,0.88754147,0.47889712,0.50837356,0.11245853
284,head,0.50599927,0.87044972,0.43391708,0.50599927,0.12955028
285,head,0.51300925,0.87260377,0.41478831,0.51300925,0.12739623
286,head,0.49715486,0.92726743,0.54314607,0.49715486,0.07273257
287,head,0.49633783,0.92754531,0.54462993,0.49633783,0.07245469
288,head,0.49723908,0.92745799,0.54228652,0.49723908,0.07254201
289,head,0.49808681,0.92703694,0.53988314,0.49808681,0.07296306
290,head,0.50636566,0.91138339,0.51889330,0.50636566,0.08861661
291,head,0.49653253,0.91400331,0.54668534,0.49653253,0.08599669
292,head,0.49643347,0.91396463,0.54796576,0.49643347,0.08603537
293,head,0.49554598,0.91327417,0.54596061,0.49554598,0.08672583
294,head,0.49613243,0.91370106,0.54404610,0.49613243,0.08629894
295,head,0.51810110,0.89163512,0.42263570,0.51810110,0.10836488
296,head,0.51223779,0.88633901,0.39802715,0.51223779,0.11366099
297,head,0.53425223,0.87536889,0.32479516,0.53425223,0.12463111
298,head,0.53468472,0.88201690,0.32884547,0.53468472,0.11798310
299,head,0.54108548,0.89140213,0.29605031,0.54108548,0.10859787
300,head,0.51919740,0.89522821,0.19675098,0.51919740,0.10477179
301,head,0.51152420,0.89527136,0.18076177,0.51152420,0.10472864
302,head,0.48961920,0.89601582,0.16720703,0.48961920,0.10398418
303,head,0.48904845,0.90325582,0.16426934,0.48904845,0.09674418
304,head,0.49992186,0.90312010,0.16647810,0.49992186,0.09687990
305,head,0.49942791,0.89528382,0.16791099,0.49942791,0.10471618
306,head,0.50779182,0.88639235,0.44525474,0.50779182,0.11360765
307,head,0.50126243,0.88411075,0.45934528,0.50126243,0.11588925
308,head,0.50004739,0.88274848,0.44000077,0.50004739,0.11725152
309,head,0.50644338,0.88418120,0.42230639,0.50644338,0.11581880
310,head,0.49429795,0.92663264,0.55117077,0.49429795,0.07336736
311,head,0.49331999,0.92595512,0.55390507,0.49331999,0.07404488
312,head,0.49616277,0.92465609,0.55106670,0.49616277,0.07534391
313,head,0.49672207,0.92568356,0.54778576,0.49672207,0.07431644
314,head,0.49923298,0.92585820,0.53689855,0.49923298,0.07414180
315,head,0.49893481,0.92541105,0.53882444,0.49893481,0.07458895
316,head,0.49922091,0.92447013,0.53824818,0.49922091,0.07552987
317,head,0.49732950,0.92703980,0.54335088,0.49732950,0.07296020
318,head,0.49858755,0.92649758,0.53902930,0.49858755,0.07350242
319,head,0.49462017,0.92684788,0.55029327,0.49462017,0.07315212
320,head,0.49563247,0.92703390,0.54810488,0.49563247,0.07296610
321,head,0.49383470,0.92570126,0.55424422,0.49383470,0.07429874
322,head,0.49616340,0.92698455,0.54679430,0.49616340,0.07301545
323,head,0.49765971,0.92607355,0.54389179,0.49765971,0.07392645
324,head,0.49866104,0.92666662,0.53829122,0.49866104,0.07333338
325,head,0.49829692,0.92670798,0.53984588,0.49829692,0.07329202
326,head,0.49505943,0.92732006,0.54852432,0.49505943,0.07267994
327,head,0.49595368,0.92732859,0.54633683,0.49595368,0.07267141
328,head,0.49450603,0.94090813,0.52851498,0.49450603,0.05909187
329,head,0.48979250,0.94118214,0.53044999,0.48979250,0.05881786
330,head,0.48979250,0.93099183,0.54039282,0.48979250,0.06900817
331,head,0.49002063,0.92715746,0.55172658,0.49002063,0.07284254
332,head,0.49082172,0.92494500,0.55778855,0.49082172,0.07505500
333,head,0.49344632,0.88125563,0.45125753,0.49344632,0.11874437
334,head,0.49846721,0.86907297,0.44354221,0.49846721,0.13092703
335,head,0.49140468,0.97392964,0.51442307,0.49140468,0.02607036
336,head,0.49190536,0.96371317,0.52693737,0.49190536,0.03628683
337,head,0.50694084,0.91052502,0.51858562,0.50694084,0.08947498
338,head,0.51136929,0.94473124,0.49214098,0.51136929,0.05526876
339,head,0.52630252,0.93153602,0.48701972,0.52630252,0.06846398
340,head,0.50930130,0.93474334,0.50223452,0.50930130,0.06525666
341,head,0.51322955,0.93128449,0.50323641,0.51322955,0.06871551
342,head,0.51165003,0.93518120,0.50426239,0.51165003,0.06481880
343,head,0.50850672,0.93719685,0.50368208,0.50850672,0.06280315
344,head,0.50937486,0.94393975,0.49131086,0.50937486,0.05606025
345,head,0.49429566,0.95020235,0.53539580,0.49429566,0.04979765
346,head,0.50687766,0.94271958,0.49088094,0.50687766,0.05728042
347,head,0.50494111,0.94125980,0.49234992,0.50494111,0.05874020
348,head,0.49532086,0.94322449,0.53191161,0.49532086,0.05677551
349,head,0.50025952,0.93971962,0.51850176,0.50025952,0.06028038
350,head,0.50491703,0.94122607,0.49232242,0.50491703,0.05877393
351,head,0.51996464,0.94546163,0.48102227,0.51996464,0.05453837
352,head,0.52104789,0.94519323,0.47814086,0.52104789,0.05480677
353,head,0.50484985,0.93853366,0.49878705,0.50484985,0.06146634
354,head,0.50551635,0.93681037,0.50058949,0.50551635,0.06318963
355,head,0.50480068,0.93955708,0.49650362,0.50480068,0.06044292
356,head,0.50456798,0.94025725,0.49326497,0.50456798,0.05974275
357,head,0.51952857,0.93391091,0.50477612,0.51952857,0.06608909
358,head,0.52373916,0.94331747,0.46697655,0.52373916,0.05668253
359,head,0.52594256,0.94106269,0.46322617,0.52594256,0.05893731
360,head,0.54954457,0.92175114,0.27177772,0.54954457,0.07824886
361,head,0.54679430,0.91634178,0.28099400,0.54679430,0.08365822
362,head,0.54613096,0.91107041,0.32908016,0.54613096,0.08892959
363,head,0.54649407,0.91076720,0.33256876,0.54649407,0.08923280
364,head,0.54598778,0.91097730,0.32830289,0.54598778,0.08902270
365,head,0.54596359,0.91100109,0.32383034,0.54596359,0.08899891
366,head,0.55524772,0.94177628,0.29407573,0.55524772,0.05822372
367,head,0.55546063,0.94541317,0.28176633,0.55546063,0.05458683
368,head,0.55525321,0.94546533,0.30113041,0.55525321,0.05453467
369,head,0.55499864,0.94218284,0.30030799,0.55499864,0.05781716
370,head,0.55468667,0.94344378,0.31223378,0.55468667,0.05655622
371,head,0.55463350,0.94494665,0.31835657,0.55463350,0.05505335
372,head,0.55393416,0.94179112,0.32224268,0.55393416,0.05820888
373,head,0.55438626,0.94168395,0.31419072,0.55438626,0.05831605
374,head,0.55422997,0.95246643,0.32077378,0.55422997,0.04753357
375,head,0.55241483,0.95140487,0.34469500,0.55241483,0.04859513
376,head,0.55376375,0.94426388,0.33774847,0.55376375,0.05573612
377,head,0.54830849,0.94390523,0.38561735,0.54830849,0.05609477
378,head,0.55149823,0.93722296,0.36034268,0.55149823,0.06277704
379,head,0.55233699,0.94182038,0.35221273,0.55233699,0.05817962
380,head,0.54986674,0.94816947,0.36432043,0.54986674,0.05183053
381,head,0.54888517,0.91383708,0.35162848,0.54888517,0.08616292
382,head,0.54930478,0.91743040,0.36085260,0.54930478,0.08256960
383,head,0.54611582,0.91176397,0.30754957,0.54611582,0.08823603
384,head,0.48979250,0.95917392,0.11010054,0.48979250,0.04082608
385,head,0.48979405,0.97400016,0.12886672,0.48979405,0.02599984
386,head,0.53740281,0.93830496,0.18146792,0.53740281,0.06169504
387,head,0.52820921,0.94076866,0.15327020,0.52820921,0.05923134
388,head,0.54426390,0.93609977,0.20805822,0.54426390,0.06390023
389,head,0.54975355,0.93464357,0.23148325,0.54975355,0.06535643
390,head,0.51693046,0.94297814,0.13150066,0.51693046,0.05702186
391,head,0.50351065,0.94430816,0.11696337,0.50351065,0.05569184
392,head,0.54996353,0.93494743,0.38563767,0.54996353,0.06505257
393,head,0.55143809,0.93123972,0.36262473,0.55143809,0.06876028
394,head,0.53487378,0.92813349,0.18524560,0.53487378,0.07186651
395,head,0.52475965,0.92994517,0.15825863,0.52475965,0.07005483
396,head,0.54108691,0.92651850,0.21110749,0.54108691,0.07348150
397,head,0.54849470,0.92784613,0.23722190,0.54849470,0.07215387
398,head,0.51382834,0.93139154,0.14007282,0.51382834,0.06860846
399,head,0.50036621,0.91993606,0.14321844,0.50036621,0.08006394
400,head,0.50221121,0.93137711,0.12716949,0.50221121,0.06862289
401,head,0.54974985,0.92148942,0.32157961,0.54974985,0.07851058
402,head,0.55092633,0.91832733,0.34799299,0.55092633,0.08167267
403,head,0.54697430,0.91133213,0.33446446,0.54697430,0.08866787
404,head,0.55089664,0.91547811,0.34155014,0.55089664,0.08452189
405,head,0.55006826,0.92616355,0.38479349,0.55006826,0.07383645
406,head,0.55089092,0.92404228,0.36121526,0.55089092,0.07595772
407,head,0.49529672,0.94232988,0.53044546,0.49529672,0.05767012
408,head,0.49059772,0.94618183,0.53434348,0.49059772,0.05381817
409,head,0.49111459,0.94375288,0.53263640,0.49111459,0.05624712
