vertex_id,part_hint,mds0_norm,mds1_norm,mds2_norm,atlas_u_norm,atlas_v_norm
6606,left_lower_leg,0.30958742,0.06154906,0.14920318,0.30958742,0.93845093
6607,left_lower_leg,0.28608233,0.06290162,0.22334774,0.28608233,0.93709838
6608,left_lower_leg,0.29595670,0.06297527,0.30109197,0.29595670,0.93702471
6609,left_lower_leg,0.33309561,0.05644209,0.26672587,0.33309561,0.94355792
6610,left_lower_leg,0.33236873,0.06301218,0.18601790,0.33236873,0.93698782
6611,left_lower_leg,0.30176157,0.00413609,0.63561285,0.30176157,0.99586391
6612,left_lower_leg,0.31111628,0.00421991,0.63947636,0.31111628,0.99578011
6613,left_lower_leg,0.30901152,0.00637505,0.63736957,0.30901152,0.99362493
6614,left_lower_leg,0.30439615,0.00583321,0.63851100,0.30439615,0.99416679
6615,left_lower_leg,0.34071398,0.00478484,0.65187269,0.34071398,0.99521518
6616,left_lower_leg,0.34321287,0.00408998,0.64263344,0.34321287,0.99591005
6617,left_lower_leg,0.34364638,0.00793094,0.64873707,0.34364638,0.99206907
6618,left_lower_leg,0.34139195,0.00846722,0.65689141,0.34139195,0.99153280
6619,left_lower_leg,0.31934130,0.00422973,0.65558153,0.31934130,0.99577028
6620,left_lower_leg,0.31607574,0.00375780,0.65664661,0.31607574,0.99624223
6621,left_lower_leg,0.31724358,0.00329711,0.64785683,0.31724358,0.99670291
6622,left_lower_leg,0.31912068,0.00366917,0.64906323,0.31912068,0.99633080
6623,left_lower_leg,0.28026947,0.00509906,0.56667197,0.28026947,0.99490094
6624,left_lower_leg,0.27239737,0.00372958,0.55858684,0.27239737,0.99627042
6625,left_lower_leg,0.27538365,0.00280007,0.55712241,0.27538365,0.99719995
6626,left_lower_leg,0.27802089,0.00325601,0.56121719,0.27802089,0.99674398
6627,left_lower_leg,0.29079032,0.00403824,0.60782987,0.29079032,0.99596179
6628,left_lower_leg,0.28734857,0.00344603,0.60317940,0.28734857,0.99655396
6629,left_lower_leg,0.28861177,0.00282839,0.59677935,0.28861177,0.99717158
6630,left_lower_leg,0.29107299,0.00305552,0.59846681,0.29107299,0.99694449
6631,left_lower_leg,0.34357277,0.01326749,0.61497897,0.34357277,0.98673248
6632,left_lower_leg,0.34160772,0.01084913,0.64453727,0.34160772,0.98915088
6633,left_lower_leg,0.34626722,0.00757754,0.63172632,0.34626722,0.99242246
6634,left_lower_leg,0.34724075,0.01084010,0.60791016,0.34724075,0.98915988
6635,left_lower_leg,0.34812304,0.00596609,0.62456846,0.34812304,0.99403393
6636,left_lower_leg,0.34587762,0.00377111,0.62244594,0.34587762,0.99622887
6637,left_lower_leg,0.34664434,0.00477234,0.60426718,0.34664434,0.99522763
6638,left_lower_leg,0.34958684,0.00611927,0.60904408,0.34958684,0.99388075
6639,left_lower_leg,0.34057376,0.00077863,0.62902796,0.34057376,0.99922138
6640,left_lower_leg,0.34089324,0.00107533,0.60093158,0.34089324,0.99892467
6641,left_lower_leg,0.33057058,0.00215640,0.60486752,0.33057058,0.99784362
6642,left_lower_leg,0.33072433,0.00337994,0.65125597,0.33072433,0.99662006
6643,left_lower_leg,0.31248510,0.00440944,0.61156505,0.31248510,0.99559057
6644,left_lower_leg,0.31125155,0.00418619,0.64007074,0.31125155,0.99581379
6645,left_lower_leg,0.31812862,0.01061856,0.64820176,0.31812862,0.98938143
6646,left_lower_leg,0.32174411,0.01118889,0.61578929,0.32174411,0.98881114
6647,left_lower_leg,0.32536364,0.00791533,0.64587861,0.32536364,0.99208468
6648,left_lower_leg,0.32787374,0.01240998,0.62093127,0.32787374,0.98759001
6649,left_lower_leg,0.33347777,0.00101050,0.61405230,0.33347777,0.99898952
6650,left_lower_leg,0.33113572,0.00258074,0.64908421,0.33113572,0.99741924
6651,left_lower_leg,0.32877672,0.00132620,0.63542002,0.32877672,0.99867380
6652,left_lower_leg,0.33047664,0.00188829,0.60824668,0.33047664,0.99811172
6653,left_lower_leg,0.31827137,0.00388555,0.60874915,0.31827137,0.99611443
6654,left_lower_leg,0.31732863,0.00240546,0.63261461,0.31732863,0.99759454
6655,left_lower_leg,0.30562717,0.01218447,0.60313016,0.30562717,0.98781556
6656,left_lower_leg,0.30744132,0.00841646,0.62303078,0.30744132,0.99158353
6657,left_lower_leg,0.30916151,0.00743734,0.62426996,0.30916151,0.99256265
6658,left_lower_leg,0.30903333,0.01022450,0.60400009,0.30903333,0.98977548
6659,left_lower_leg,0.31401429,0.00283439,0.62538111,0.31401429,0.99716562
6660,left_lower_leg,0.30459711,0.00274189,0.62071639,0.30459711,0.99725813
6661,left_lower_leg,0.31398270,0.00461856,0.60081452,0.31398270,0.99538141
6662,left_lower_leg,0.31550300,0.00428654,0.60375518,0.31550300,0.99571347
6663,left_lower_leg,0.30029291,0.00357384,0.59629482,0.30029291,0.99642617
6664,left_lower_leg,0.30077714,0.00256787,0.61889851,0.30077714,0.99743211
6665,left_lower_leg,0.29564092,0.00679596,0.59828651,0.29564092,0.99320406
6666,left_lower_leg,0.29674968,0.00424534,0.62103218,0.29674968,0.99575466
6667,left_lower_leg,0.28115851,0.00666253,0.56627905,0.28115851,0.99333745
6668,left_lower_leg,0.28341007,0.00427137,0.58772188,0.28341007,0.99572861
6669,left_lower_leg,0.28230709,0.00777574,0.58915257,0.28230709,0.99222428
6670,left_lower_leg,0.28264627,0.01119271,0.56853676,0.28264627,0.98880726
6671,left_lower_leg,0.29417434,0.00800805,0.59493309,0.29417434,0.99199194
6672,left_lower_leg,0.29311451,0.01049193,0.57749939,0.29311451,0.98950809
6673,left_lower_leg,0.29667380,0.00486713,0.59673315,0.29667380,0.99513286
6674,left_lower_leg,0.29136151,0.00223383,0.59023130,0.29136151,0.99776620
6675,left_lower_leg,0.29049957,0.00328182,0.57503599,0.29049957,0.99671817
6676,left_lower_leg,0.29596686,0.00655983,0.58192849,0.29596686,0.99344015
6677,left_lower_leg,0.28747335,0.00259144,0.58860636,0.28747335,0.99740857
6678,left_lower_leg,0.28651378,0.00369717,0.56619072,0.28651378,0.99630284
6679,left_lower_leg,0.26934075,0.01112908,0.52830875,0.26934075,0.98887092
6680,left_lower_leg,0.26904580,0.00648283,0.52163911,0.26904580,0.99351716
6681,left_lower_leg,0.27072731,0.00590639,0.54494965,0.27072731,0.99409360
6682,left_lower_leg,0.26883531,0.01017659,0.54763448,0.26883531,0.98982340
6683,left_lower_leg,0.28014261,0.00963690,0.55315739,0.28014261,0.99036312
6684,left_lower_leg,0.27927652,0.01200067,0.54036283,0.27927652,0.98799932
6685,left_lower_leg,0.28231689,0.00651705,0.55470979,0.28231689,0.99348295
6686,left_lower_leg,0.27790636,0.00341662,0.55067647,0.27790636,0.99658340
6687,left_lower_leg,0.27932698,0.00398514,0.53076756,0.27932698,0.99601483
6688,left_lower_leg,0.27956763,0.00769312,0.54385722,0.27956763,0.99230689
6689,left_lower_leg,0.27462697,0.00373570,0.54684103,0.27462697,0.99626428
6690,left_lower_leg,0.27409863,0.00384702,0.52405310,0.27409863,0.99615300
6691,left_lower_leg,0.34802252,0.01395864,0.56966144,0.34802252,0.98604137
6692,left_lower_leg,0.34006909,0.01720598,0.58830214,0.34006909,0.98279405
6693,left_lower_leg,0.34360227,0.00335593,0.63748556,0.34360227,0.99664408
6694,left_lower_leg,0.35006145,0.00972400,0.55405217,0.35006145,0.99027598
6695,left_lower_leg,0.34208375,0.00339708,0.64413017,0.34208375,0.99660289
6696,left_lower_leg,0.33676749,0.00274408,0.57234997,0.33676749,0.99725592
6697,left_lower_leg,0.34699214,0.00543194,0.55536288,0.34699214,0.99456805
6698,left_lower_leg,0.33274961,0.00333907,0.58994335,0.33274961,0.99666095
6699,left_lower_leg,0.31834307,0.00550087,0.65947706,0.31834307,0.99449915
6700,left_lower_leg,0.31617495,0.00473108,0.59084886,0.31617495,0.99526894
6701,left_lower_leg,0.31649706,0.00325792,0.56674314,0.31649706,0.99674207
6702,left_lower_leg,0.32047740,0.00633909,0.65517384,0.32047740,0.99366093
6703,left_lower_leg,0.32221749,0.01379577,0.58140755,0.32221749,0.98620421
6704,left_lower_leg,0.29663616,0.01251730,0.55799222,0.29663616,0.98748273
6705,left_lower_leg,0.30449146,0.00368986,0.62836659,0.30449146,0.99631011
6706,left_lower_leg,0.30281240,0.00345061,0.62859815,0.30281240,0.99654937
6707,left_lower_leg,0.29953936,0.00305912,0.55224669,0.29953936,0.99694091
6708,left_lower_leg,0.29576755,0.00741568,0.57770216,0.29576755,0.99258435
6709,left_lower_leg,0.28660518,0.00531691,0.61050206,0.28660518,0.99468309
6710,left_lower_leg,0.27965879,0.00787348,0.54465252,0.27965879,0.99212652
6711,left_lower_leg,0.28243035,0.00338611,0.52680600,0.28243035,0.99661386
6712,left_lower_leg,0.29238784,0.00575141,0.60793626,0.29238784,0.99424857
6713,left_lower_leg,0.28243971,0.01293485,0.53113198,0.28243971,0.98706514
6714,left_lower_leg,0.28037989,0.00696502,0.55633914,0.28037989,0.99303496
6715,left_lower_leg,0.26667324,0.00676420,0.49346849,0.26667324,0.99323583
6716,left_lower_leg,0.27240115,0.00333105,0.50000864,0.27240115,0.99666893
6717,left_lower_leg,0.28086606,0.00753295,0.56064188,0.28086606,0.99246705
6718,left_lower_leg,0.26818931,0.01335478,0.50370729,0.26818931,0.98664522
6719,left_lower_leg,0.33707273,0.09286378,0.27060032,0.33707273,0.90713620
6720,left_lower_leg,0.33071297,0.07735640,0.28010505,0.33071297,0.92264360
6721,left_lower_leg,0.33187932,0.09130266,0.29012677,0.33187932,0.90869737
6722,left_lower_leg,0.32464832,0.07569478,0.30210948,0.32464832,0.92430520
6723,left_lower_leg,0.32757431,0.07437507,0.29235044,0.32757431,0.92562491
6724,left_lower_leg,0.32883936,0.05625041,0.29821986,0.32883936,0.94374961
6725,left_lower_leg,0.32501081,0.06002834,0.31113094,0.32501081,0.93997169
6726,left_lower_leg,0.32534301,0.05853857,0.31162196,0.32534301,0.94146144
6727,left_lower_leg,0.29825550,0.04807785,0.16629565,0.29825550,0.95192218
6728,left_lower_leg,0.28325003,0.04765981,0.20852514,0.28325003,0.95234019
6729,left_lower_leg,0.31964466,0.04906552,0.14945622,0.31964466,0.95093447
6730,left_lower_leg,0.31855568,0.04497540,0.14168869,0.31855568,0.95502460
6731,left_lower_leg,0.31900465,0.04794391,0.14661321,0.31900465,0.95205611
6732,left_lower_leg,0.33376849,0.04156307,0.32929528,0.33376849,0.95843691
6733,left_lower_leg,0.33643183,0.04288376,0.28759775,0.33643183,0.95711625
6734,left_lower_leg,0.32904708,0.04490621,0.34421453,0.32904708,0.95509380
6735,left_lower_leg,0.32231882,0.05087126,0.34431541,0.32231882,0.94912875
6736,left_lower_leg,0.35088810,0.01704300,0.53413033,0.35088810,0.98295701
6737,left_lower_leg,0.34828943,0.01686668,0.48502970,0.34828943,0.98313332
6738,left_lower_leg,0.34164673,0.02272052,0.49468812,0.34164673,0.97727948
6739,left_lower_leg,0.34311286,0.02142996,0.54377961,0.34311286,0.97857004
6740,left_lower_leg,0.32622337,0.02674689,0.49129280,0.32622337,0.97325313
6741,left_lower_leg,0.32225206,0.02073458,0.53641456,0.32225206,0.97926545
6742,left_lower_leg,0.30562520,0.02631299,0.47705030,0.30562520,0.97368699
6743,left_lower_leg,0.30238733,0.01977529,0.51710099,0.30238733,0.98022473
6744,left_lower_leg,0.28945082,0.02272480,0.45105305,0.28945082,0.97727519
6745,left_lower_leg,0.28549919,0.01812658,0.49161863,0.28549919,0.98187345
6746,left_lower_leg,0.27445689,0.01857851,0.42585614,0.27445689,0.98142147
6747,left_lower_leg,0.27160013,0.01454234,0.46887195,0.27160013,0.98545766
6748,left_lower_leg,0.26816297,0.00999227,0.41096458,0.26816297,0.99000770
6749,left_lower_leg,0.26530290,0.00808587,0.45670360,0.26530290,0.99191415
6750,left_lower_leg,0.35196072,0.00961245,0.52049351,0.35196072,0.99038756
6751,left_lower_leg,0.35001165,0.00887830,0.47552359,0.35001165,0.99112171
6752,left_lower_leg,0.34805563,0.00327790,0.51193202,0.34805563,0.99672210
6753,left_lower_leg,0.34920177,0.00515123,0.47645473,0.34920177,0.99484879
6754,left_lower_leg,0.33705044,0.00057109,0.51348054,0.33705044,0.99942893
6755,left_lower_leg,0.33642787,0.00279472,0.46998215,0.33642787,0.99720526
6756,left_lower_leg,0.27350339,0.00344128,0.41631785,0.27350339,0.99655873
6757,left_lower_leg,0.27155074,0.00165608,0.46216738,0.27155074,0.99834394
6758,left_lower_leg,0.31742972,0.00061971,0.50617409,0.31742972,0.99938029
6759,left_lower_leg,0.31797194,0.00284727,0.45757714,0.31797194,0.99715275
6760,left_lower_leg,0.29931223,0.00126279,0.49174425,0.29931223,0.99873722
6761,left_lower_leg,0.30050758,0.00254767,0.44157606,0.30050758,0.99745232
6762,left_lower_leg,0.28373900,0.00022227,0.47624540,0.28373900,0.99977773
6763,left_lower_leg,0.28540441,0.00095146,0.42646003,0.28540441,0.99904853
6764,left_lower_leg,0.34157291,0.02599056,0.44066373,0.34157291,0.97400945
6765,left_lower_leg,0.32977965,0.03331872,0.44099590,0.32977965,0.96668130
6766,left_lower_leg,0.30879316,0.03479999,0.42953777,0.30879316,0.96520001
6767,left_lower_leg,0.29013067,0.03019759,0.40243375,0.29013067,0.96980244
6768,left_lower_leg,0.27709153,0.02219598,0.37166312,0.27709153,0.97780401
6769,left_lower_leg,0.27299058,0.01307172,0.35838923,0.27299058,0.98692828
6770,left_lower_leg,0.28726798,0.03724545,0.33942452,0.28726798,0.96275455
6771,left_lower_leg,0.27805862,0.02283356,0.31042489,0.27805862,0.97716641
6772,left_lower_leg,0.27775547,0.01422146,0.30269298,0.27775547,0.98577851
6773,left_lower_leg,0.28160441,0.02230141,0.24714023,0.28160441,0.97769856
6774,left_lower_leg,0.28178424,0.01538771,0.24706852,0.28178424,0.98461229
6775,left_lower_leg,0.29641038,0.02476810,0.14730789,0.29641038,0.97523189
6776,left_lower_leg,0.29516000,0.01494854,0.14906849,0.29516000,0.98505145
6777,left_lower_leg,0.28704563,0.01597905,0.19286290,0.28704563,0.98402095
6778,left_lower_leg,0.28797129,0.02344869,0.18945655,0.28797129,0.97655129
6779,left_lower_leg,0.28098041,0.03604313,0.26170555,0.28098041,0.96395689
6780,left_lower_leg,0.28822449,0.03422311,0.19043761,0.28822449,0.96577686
6781,left_lower_leg,0.29938012,0.03845219,0.15823828,0.29938012,0.96154779
6782,left_lower_leg,0.31328633,0.01547887,0.11605328,0.31328633,0.98452115
6783,left_lower_leg,0.30416396,0.01472911,0.12442123,0.30416396,0.98527086
6784,left_lower_leg,0.30653921,0.02460367,0.12056088,0.30653921,0.97539634
6785,left_lower_leg,0.31386754,0.02384996,0.11428020,0.31386754,0.97615004
6786,left_lower_leg,0.32790494,0.02182958,0.12644808,0.32790494,0.97817039
6787,left_lower_leg,0.32779548,0.01522337,0.12267866,0.32779548,0.98477662
6788,left_lower_leg,0.32892951,0.02122998,0.13071848,0.32892951,0.97877002
6789,left_lower_leg,0.32942501,0.01594527,0.12960912,0.32942501,0.98405474
6790,left_lower_leg,0.31658784,0.03660617,0.12945722,0.31658784,0.96339381
6791,left_lower_leg,0.31813729,0.03674113,0.13265091,0.31813729,0.96325886
6792,left_lower_leg,0.32224515,0.03390870,0.13699582,0.32224515,0.96609128
6793,left_lower_leg,0.32533517,0.03290289,0.14054838,0.32533517,0.96709710
6794,left_lower_leg,0.33150578,0.03109305,0.17268357,0.33150578,0.96890694
6795,left_lower_leg,0.33535847,0.01891300,0.16148935,0.33535847,0.98108697
6796,left_lower_leg,0.33601823,0.01196296,0.15998517,0.33601823,0.98803705
6797,left_lower_leg,0.34640908,0.01881464,0.43937755,0.34640908,0.98118538
6798,left_lower_leg,0.34634864,0.01540258,0.43654415,0.34634864,0.98459744
6799,left_lower_leg,0.31231418,0.04366460,0.38184074,0.31231418,0.95633543
6800,left_lower_leg,0.32937351,0.03872797,0.38992706,0.32937351,0.96127200
6801,left_lower_leg,0.33906624,0.03083681,0.37539193,0.33906624,0.96916318
6802,left_lower_leg,0.34083593,0.02393801,0.37433359,0.34083593,0.97606200
6803,left_lower_leg,0.33672628,0.01644741,0.36056101,0.33672628,0.98355258
6804,left_lower_leg,0.33663246,0.01567009,0.30133244,0.33663246,0.98432994
6805,left_lower_leg,0.33925825,0.02296901,0.31165573,0.33925825,0.97703099
6806,left_lower_leg,0.34166235,0.01157212,0.42954490,0.34166235,0.98842788
6807,left_lower_leg,0.33399993,0.01358516,0.35154080,0.33399993,0.98641485
6808,left_lower_leg,0.33583975,0.01255738,0.29503191,0.33583975,0.98744261
6809,left_lower_leg,0.33731192,0.01326152,0.25131154,0.33731192,0.98673850
6810,left_lower_leg,0.33883137,0.02322694,0.25814763,0.33883137,0.97677308
6811,left_lower_leg,0.33817694,0.01307589,0.21911547,0.33817694,0.98692411
6812,left_lower_leg,0.33796373,0.02127123,0.22145902,0.33796373,0.97872877
6813,left_lower_leg,0.33677718,0.02006861,0.19039994,0.33677718,0.97993141
6814,left_lower_leg,0.33703321,0.01246969,0.18732697,0.33703321,0.98753029
6815,left_lower_leg,0.33620247,0.03310931,0.22398530,0.33620247,0.96689069
6816,left_lower_leg,0.33371249,0.03436871,0.19784477,0.33371249,0.96563131
6817,left_lower_leg,0.33872828,0.03238528,0.26320928,0.33872828,0.96761471
6818,left_lower_leg,0.33964330,0.03141156,0.31164595,0.33964330,0.96858847
6819,left_lower_leg,0.27763972,0.00553159,0.36214885,0.27763972,0.99446839
6820,left_lower_leg,0.28198260,0.00556630,0.30606836,0.28198260,0.99443370
6821,left_lower_leg,0.28489390,0.00629587,0.25185171,0.28489390,0.99370414
6822,left_lower_leg,0.28981814,0.00535303,0.19750755,0.28981814,0.99464697
6823,left_lower_leg,0.29970750,0.00533361,0.15529284,0.29970750,0.99466640
6824,left_lower_leg,0.30830187,0.00723483,0.13223088,0.30830187,0.99276519
6825,left_lower_leg,0.32588309,0.00930554,0.12435397,0.32588309,0.99069446
6826,left_lower_leg,0.31766552,0.00982081,0.12106784,0.31766552,0.99017918
6827,left_lower_leg,0.33044535,0.00985213,0.14062662,0.33044535,0.99014789
6828,left_lower_leg,0.33548155,0.00883918,0.16274518,0.33548155,0.99116081
6829,left_lower_leg,0.33593869,0.00614825,0.18777496,0.33593869,0.99385172
6830,left_lower_leg,0.33682483,0.00930936,0.24548833,0.33682483,0.99069065
6831,left_lower_leg,0.33814460,0.00759560,0.21753980,0.33814460,0.99240440
6832,left_lower_leg,0.33692241,0.04269478,0.24819840,0.33692241,0.95730519
6833,left_lower_leg,0.33518738,0.04510910,0.22366115,0.33518738,0.95489091
6834,left_lower_leg,0.33389542,0.04829854,0.19665194,0.33389542,0.95170146
6835,left_lower_leg,0.32342717,0.04408322,0.15296642,0.32342717,0.95591676
6836,left_lower_leg,0.33140114,0.04804675,0.18717906,0.33140114,0.95195323
6837,left_lower_leg,0.33497059,0.00979964,0.41413596,0.33497059,0.99020034
6838,left_lower_leg,0.31661570,0.00681692,0.39829394,0.31661570,0.99318308
6839,left_lower_leg,0.30140749,0.00426635,0.38269472,0.30140749,0.99573368
6840,left_lower_leg,0.28895280,0.00269294,0.37039587,0.28895280,0.99730706
6841,left_lower_leg,0.29304641,0.00311265,0.31417310,0.29304641,0.99688733
6842,left_lower_leg,0.30575019,0.00418831,0.32338616,0.30575019,0.99581170
6843,left_lower_leg,0.31905600,0.00699466,0.33270526,0.31905600,0.99300534
6844,left_lower_leg,0.33210847,0.01144063,0.34401259,0.33210847,0.98855937
6845,left_lower_leg,0.29879543,0.00235984,0.26214039,0.29879543,0.99764013
6846,left_lower_leg,0.31105575,0.00251428,0.27161592,0.31105575,0.99748570
6847,left_lower_leg,0.32416171,0.00511237,0.27813211,0.32416171,0.99488765
6848,left_lower_leg,0.33225244,0.00900355,0.28876701,0.33225244,0.99099648
6849,left_lower_leg,0.33515829,0.00717709,0.23809609,0.33515829,0.99282289
6850,left_lower_leg,0.33007967,0.00321214,0.22968598,0.33007967,0.99678785
6851,left_lower_leg,0.31681201,0.00072700,0.22284037,0.31681201,0.99927300
6852,left_lower_leg,0.30567023,0.00099222,0.21252537,0.30567023,0.99900776
6853,left_lower_leg,0.31166235,0.00154601,0.16982941,0.31166235,0.99845397
6854,left_lower_leg,0.32370549,0.00100357,0.18281181,0.32370549,0.99899644
6855,left_lower_leg,0.33267856,0.00401532,0.19421479,0.33267856,0.99598467
6856,left_lower_leg,0.33715960,0.00694936,0.20424928,0.33715960,0.99305063
6857,left_lower_leg,0.31665465,0.00374432,0.14622386,0.31665465,0.99625570
6858,left_lower_leg,0.32744333,0.00824456,0.13271597,0.32744333,0.99175543
6859,left_lower_leg,0.32238573,0.00613002,0.13508688,0.32238573,0.99386996
6860,left_lower_leg,0.33011365,0.00735352,0.14528778,0.33011365,0.99264646
6861,left_lower_leg,0.33465645,0.00637576,0.16539213,0.33465645,0.99362421
6862,left_lower_leg,0.33539793,0.00579348,0.18047833,0.33539793,0.99420655
6863,left_lower_leg,0.33368799,0.00467362,0.17182367,0.33368799,0.99532640
6864,left_lower_leg,0.33263287,0.00595158,0.15848687,0.33263287,0.99404842
6865,left_lower_leg,0.32606694,0.00314098,0.16118346,0.32606694,0.99685901
6866,left_lower_leg,0.32756010,0.00526774,0.14767136,0.32756010,0.99473226
6867,left_lower_leg,0.33055159,0.00687122,0.14815132,0.33055159,0.99312878
6868,left_lower_leg,0.32880190,0.00698554,0.14269987,0.32880190,0.99301445
6869,left_lower_leg,0.29313153,0.05000049,0.31355760,0.29313153,0.94999951
6870,left_upper_leg,0.36714581,0.26640585,0.31750947,0.36714581,0.73359418
6871,left_upper_leg,0.37721521,0.26954469,0.29937002,0.37721521,0.73045528
6872,left_upper_leg,0.35539249,0.26559600,0.33659583,0.35539249,0.73440397
6873,torso,0.40439895,0.52039582,0.45600763,0.40439895,0.47960418
6874,torso,0.42834014,0.65337241,0.48992670,0.42834014,0.34662759
6875,torso,0.42855674,0.67818004,0.49859795,0.42855674,0.32181996
6876,torso,0.42857009,0.66650420,0.49554616,0.42857009,0.33349580
6877,torso,0.40420121,0.50190938,0.45266536,0.40420121,0.49809062
6878,torso,0.36446753,0.69149506,0.38338530,0.36446753,0.30850494
6879,torso,0.41928610,0.78739691,0.43683693,0.41928610,0.21260309
6880,head,0.42446053,0.93468809,0.31646109,0.42446053,0.06531191
6881,head,0.42753771,0.92815012,0.31105542,0.42753771,0.07184988
6882,head,0.42765439,0.92798984,0.30841908,0.42765439,0.07201016
6883,head,0.42765439,0.92798984,0.30841908,0.42765439,0.07201016
6884,head,0.42728645,0.92782396,0.30576167,0.42728645,0.07217604
6885,head,0.42709947,0.92802012,0.30511105,0.42709947,0.07197988
6886,head,0.42757472,0.92804497,0.30818370,0.42757472,0.07195503
6887,head,0.42657745,0.92856777,0.30329406,0.42657745,0.07143223
6888,head,0.42663705,0.92882919,0.30680254,0.42663705,0.07117081
6889,head,0.42691240,0.92865312,0.30776721,0.42691240,0.07134688
6890,head,0.52432799,0.96796018,0.50107479,0.52432799,0.03203982
6891,head,0.53035080,0.96626955,0.49003646,0.53035080,0.03373045
6892,head,0.52782887,0.96182042,0.50208181,0.52782887,0.03817958
6893,head,0.53258044,0.96926379,0.47407833,0.53258044,0.03073621
6894,head,0.53636521,0.96294481,0.47250640,0.53636521,0.03705519
6895,head,0.52613789,0.96017510,0.50714606,0.52613789,0.03982490
6896,head,0.53012443,0.95900494,0.49950007,0.53012443,0.04099506
6897,head,0.51973432,0.96158224,0.51580495,0.51973432,0.03841776
6898,head,0.52481610,0.95772976,0.51336688,0.52481610,0.04227024
6899,head,0.53671920,0.95974016,0.47542527,0.53671920,0.04025984
6900,head,0.53862709,0.96101081,0.46336535,0.53862709,0.03898919
6901,head,0.54072207,0.96132249,0.44714469,0.54072207,0.03867751
6902,head,0.54095793,0.95806307,0.44975618,0.54095793,0.04193693
6903,head,0.52581996,0.93574262,0.45923549,0.52581996,0.06425738
6904,head,0.52538228,0.93746316,0.45749408,0.52538228,0.06253684
6905,head,0.54733509,0.93608558,0.43286249,0.54733509,0.06391442
6906,head,0.52617764,0.93832505,0.45963612,0.52617764,0.06167495
6907,head,0.52469200,0.93920511,0.45676097,0.52469200,0.06079489
6908,head,0.53812921,0.91955167,0.47729424,0.53812921,0.08044833
6909,head,0.53926784,0.91487253,0.46053678,0.53926784,0.08512747
6910,head,0.53618103,0.91451180,0.47411880,0.53618103,0.08548820
6911,head,0.54317451,0.91803426,0.44580448,0.54317451,0.08196574
6912,head,0.54026890,0.91416287,0.45253205,0.54026890,0.08583713
6913,head,0.50764412,0.92691064,0.51200640,0.50764412,0.07308936
6914,head,0.50905508,0.92840558,0.50799996,0.50905508,0.07159442
6915,head,0.51082563,0.92661422,0.50907683,0.51082563,0.07338578
6916,head,0.50705302,0.93013912,0.50852257,0.50705302,0.06986088
6917,head,0.51040810,0.93011785,0.50787950,0.51040810,0.06988215
6918,head,0.49897695,0.93538004,0.51334918,0.49897695,0.06461996
6919,head,0.49742955,0.93766683,0.51871324,0.49742955,0.06233317
6920,head,0.49926654,0.93848854,0.51632500,0.49926654,0.06151146
6921,head,0.49668765,0.93514913,0.52100939,0.49668765,0.06485087
6922,head,0.49684274,0.93873727,0.52327996,0.49684274,0.06126273
6923,head,0.50493097,0.92773479,0.51583350,0.50493097,0.07226521
6924,head,0.50644153,0.92565888,0.51536345,0.50644153,0.07434112
6925,head,0.50822502,0.92375684,0.51514763,0.50822502,0.07624316
6926,head,0.50527656,0.92427254,0.51866710,0.50527656,0.07572746
6927,head,0.50407183,0.92999351,0.51140440,0.50407183,0.07000649
6928,head,0.50573868,0.93183249,0.51005882,0.50573868,0.06816751
6929,head,0.50096834,0.93302071,0.51395887,0.50096834,0.06697929
6930,head,0.50343812,0.92899674,0.51494032,0.50343812,0.07100326
6931,head,0.49970785,0.93173808,0.51899707,0.49970785,0.06826192
6932,head,0.50269914,0.92812335,0.51930130,0.50269914,0.07187665
6933,head,0.50174010,0.93063301,0.51562530,0.50174010,0.06936699
6934,head,0.49759790,0.92819494,0.53886271,0.49759790,0.07180506
6935,head,0.49608231,0.92825824,0.54318976,0.49608231,0.07174176
6936,head,0.49613342,0.92908120,0.54041106,0.49613342,0.07091880
6937,head,0.49648374,0.92719299,0.54528749,0.49648374,0.07280701
6938,head,0.49526113,0.92813414,0.54581898,0.49526113,0.07186586
6939,head,0.50281858,0.92639661,0.52259350,0.50281858,0.07360339
6940,head,0.50157428,0.92811286,0.52334058,0.50157428,0.07188714
6941,head,0.50087988,0.92859334,0.52410412,0.50087988,0.07140666
6942,head,0.49886087,0.92850405,0.53250068,0.49886087,0.07149595
6943,head,0.50095218,0.92728186,0.52706623,0.50095218,0.07271814
6944,head,0.49831328,0.92686898,0.53931713,0.49831328,0.07313102
6945,head,0.49839997,0.92793298,0.53594577,0.49839997,0.07206702
6946,head,0.50036776,0.92642397,0.53115857,0.50036776,0.07357603
6947,head,0.49969095,0.92720634,0.53236651,0.49969095,0.07279366
6948,head,0.50083679,0.92586452,0.52972287,0.50083679,0.07413548
6949,head,0.49965885,0.92595118,0.53461564,0.49965885,0.07404882
6950,head,0.49780962,0.93282437,0.52182668,0.49780962,0.06717563
6951,head,0.49563435,0.93423885,0.52458560,0.49563435,0.06576115
6952,head,0.49943373,0.93070865,0.52308315,0.49943373,0.06929135
6953,head,0.49784550,0.93002421,0.53089297,0.49784550,0.06997579
6954,head,0.49888948,0.92974120,0.52795291,0.49888948,0.07025880
6955,head,0.49421602,0.93425089,0.52758795,0.49421602,0.06574911
6956,head,0.49575534,0.93046534,0.53592581,0.49575534,0.06953466
6957,head,0.49507073,0.93003345,0.53950936,0.49507073,0.06996655
